City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country
465,Abu Dhabi,24.4667,54.3667,68.97,72,0,5.75,clear sky,AE
466,Filimonovo,56.2011,95.4611,-7.65,98,83,4.99,broken clouds,RU
467,Altus,34.6381,-99.334,18.91,79,100,1.01,overcast clouds,US
468,Port Shepstone,-30.7414,30.455,74.71,87,100,14.7,light rain,ZA
469,Zabaykalsk,49.6333,117.3167,-18.29,96,5,6.46,clear sky,RU
470,Biak,-0.9131,122.8766,77.56,74,100,3.6,overcast clouds,ID
471,Lowestoft,52.4752,1.7516,48.94,90,100,18.01,overcast clouds,GB
472,Hobyo,5.3505,48.5268,75.96,74,37,17.56,scattered clouds,SO
473,Solana Beach,32.9912,-117.2711,69.75,34,0,1.99,clear sky,US
474,Kondinskoye,59.6481,67.41,24.4,95,100,11.61,light snow,RU
475,Tilichiki,60.4667,166.1,2.62,79,100,10.76,overcast clouds,RU
476,Ambilobe,-13.2,49.05,75.65,93,100,6.15,light rain,MG
477,Payakumbuh,-0.2202,100.6308,68.05,97,60,0.6,light rain,ID
478,Kamenka,51.3223,42.7678,31.75,100,100,5.01,snow,RU
479,Ayutla,20.1167,-104.3333,73,24,61,10.67,broken clouds,MX
480,Santa Rosa,14.3122,121.1114,79.86,74,76,6.91,broken clouds,PH
481,Lasa,46.6166,10.7002,38.66,71,97,3.42,overcast clouds,IT
482,Licheng,23.2955,113.8284,48.13,91,39,4.72,scattered clouds,CN
483,Vila Franca Do Campo,37.7167,-25.4333,61.2,80,56,12.19,broken clouds,PT
484,Wilmington,34.2257,-77.9447,66.11,72,100,12.66,overcast clouds,US
485,Ketchikan,55.3422,-131.6461,44.58,100,100,8.05,mist,US
486,Medicine Hat,50.0501,-110.6683,8.31,72,75,10.36,broken clouds,CA
487,Magadi,12.9667,77.2333,64.74,85,24,4.61,few clouds,IN
488,Coquimbo,-29.9533,-71.3436,65.93,77,0,12.66,clear sky,CL
489,Mandalgovi,45.7625,106.2708,2.14,75,4,10.51,clear sky,MN
490,Samana,19.2056,-69.3369,71.56,88,87,6.15,overcast clouds,DO
491,Selikhino,50.3672,137.4996,-6.38,98,100,4.14,overcast clouds,RU
492,Srisailam,16.0833,78.8667,64.76,84,43,3.62,scattered clouds,IN
493,Talca,-35.4333,-71.6667,74.91,42,33,10.36,scattered clouds,CL
494,Maputo,-25.9653,32.5892,80.28,86,20,5.75,few clouds,MZ
495,Khovu-Aksy,51.1333,93.6,-12.57,94,30,3.31,scattered clouds,RU
496,Brigantine,39.4101,-74.3646,49.32,98,100,8.05,light rain,US
497,Aljezur,37.3191,-8.8033,55.24,59,100,4.74,overcast clouds,PT
498,Uchiza,-8.4592,-76.4633,75.97,88,57,1.9,broken clouds,PE
499,Ginir,7.1333,40.7,56.84,34,56,3.89,broken clouds,ET
500,Trelew,-43.249,-65.3051,71.87,53,75,11.5,drizzle,AR
501,Gbadolite,4.2833,21.0167,78.19,27,81,3.02,broken clouds,CD
502,Morondava,-20.2833,44.2833,80.02,83,13,5.59,few clouds,MG
503,Pavlodar,52.3,76.95,-6,84,0,11.18,clear sky,KZ
504,Lubliniec,50.669,18.6844,36.09,95,100,13.87,light snow,PL
505,Qasigiannguit,68.8193,-51.1922,19.65,70,100,11.16,overcast clouds,GL
506,Puerto Del Rosario,28.5004,-13.8627,69.48,52,72,6.91,broken clouds,ES
507,Makakilo City,21.3469,-158.0858,79.12,43,0,12.66,clear sky,US
508,Tual,-5.6667,132.75,82.83,75,96,11.81,overcast clouds,ID
509,Bucyrus,40.8084,-82.9755,23.65,92,100,20.98,light snow,US
510,Port Hawkesbury,45.6169,-61.3485,42.82,98,100,4,overcast clouds,CA
511,Parabel,58.6978,81.4825,12.83,92,92,9.8,overcast clouds,RU
512,Oranjestad,12.524,-70.027,78.98,83,0,23.24,clear sky,AW
513,Kurayoshi,35.4333,133.8167,35.51,67,95,5.32,overcast clouds,JP
514,Bonoua,5.2741,-3.595,82.02,88,0,4.94,clear sky,CI
515,Simao,22.7886,100.9748,44.13,64,0,1.86,clear sky,CN
516,Plettenberg Bay,-34.0527,23.3716,64.71,81,100,7.47,light rain,ZA
517,Rudnichnyy,59.617,52.4703,-2.61,100,100,2.8,overcast clouds,RU
518,Melita,49.2681,-100.9967,3.18,96,100,5.57,light snow,CA
519,Varhaug,58.6147,5.6457,45.95,92,100,24.11,overcast clouds,NO
520,Caramay,10.1815,119.236,76.48,88,57,6.33,broken clouds,PH
521,Rabupura,28.25,77.6,52.12,96,78,3.8,broken clouds,IN
522,Bira,49,132.4667,-7.15,88,7,2.55,clear sky,RU
523,Jalu,29.0331,21.5482,52.27,57,44,13.22,scattered clouds,LY
524,Honiara,-9.4333,159.95,78.03,96,100,8.95,overcast clouds,SB
525,Union,40.6334,-74.2663,46.26,98,100,0,light rain,US
526,Half Moon Bay,37.4636,-122.4286,66.67,48,75,0,broken clouds,US
527,Salina,38.8403,-97.6114,24.26,45,0,10.36,clear sky,US
528,Berlevag,70.8578,29.0864,19.35,73,20,14.97,few clouds,NO
529,Belaya Gora,68.5333,146.4167,-36.92,100,65,1.48,broken clouds,RU
530,Paveh,35.0434,46.3565,35.8,55,99,7.65,overcast clouds,IR
531,Road Town,18.4167,-64.6167,77.09,83,40,5.75,scattered clouds,VG
532,Fengzhen,40.4394,113.1536,6.49,57,0,2.73,clear sky,CN
533,Mehamn,71.0357,27.8492,19.31,79,100,12.57,overcast clouds,NO
534,Umm Lajj,25.0213,37.2685,69.98,51,0,15.55,clear sky,SA
535,Syumsi,57.1111,51.6149,14.61,95,100,4.16,overcast clouds,RU
536,Whitehorse,60.7161,-135.0538,-6.83,71,100,2.3,light snow,CA
537,Guilin,25.2819,110.2864,39.31,86,15,4.94,few clouds,CN
538,Kiunga,-6.1219,141.2906,84.97,63,65,3.4,broken clouds,PG
539,Karratha,-20.7377,116.8463,86.52,57,49,5.55,scattered clouds,AU
540,Anadyr,64.75,177.4833,14.5,62,71,38.03,broken clouds,RU
541,Manoel Urbano,-8.8389,-69.2597,74.8,93,93,1.77,overcast clouds,BR
542,Alexandria,31.2156,29.9553,52.47,64,43,20.56,scattered clouds,EG
543,Quiruvilca,-7.9667,-78.2,40.1,93,99,1.43,light rain,PE
544,Sydney,-33.8679,151.2073,72.3,81,75,1.01,light rain,AU
545,Dakar,14.6937,-17.4441,74.28,64,0,2.3,clear sky,SN
546,Turukhansk,65.8167,87.9833,4.77,95,100,12.19,overcast clouds,RU
547,Auki,-8.7676,160.7034,77.16,92,100,6.55,overcast clouds,SB
548,Buin,-33.7333,-70.75,77.32,56,27,5.95,scattered clouds,CL
549,Erenhot,43.6475,111.9767,-4.07,94,9,5.01,clear sky,CN
550,Goure,13.9835,10.2704,61.02,18,2,13.4,clear sky,NE
551,Laguna,38.421,-121.4238,63.43,47,0,1.01,clear sky,US
552,Kjopsvik,68.097,16.3742,19.27,78,96,15.26,overcast clouds,NO
553,Soyo,-6.1349,12.3689,77.43,75,90,5.7,overcast clouds,AO
554,Moundsville,39.9203,-80.7431,36.18,94,100,5.99,snow,US
555,Mascote,-15.5631,-39.3025,74.32,91,37,2.59,scattered clouds,BR
556,Uvira,-3.4067,29.1458,72.39,85,100,2.89,light rain,CD
557,Port Lincoln,-34.7333,135.8667,64.81,65,88,16.42,overcast clouds,AU
558,Qui Nhon,13.7667,109.2333,72.25,86,97,13,overcast clouds,VN
559,Kamaishi,39.2667,141.8833,27.55,56,52,10.74,broken clouds,JP
560,Mlonggo,-6.5333,110.7,78.69,84,96,6.2,overcast clouds,ID
561,Ankazobe,-18.3167,47.1167,70.21,82,100,4.16,overcast clouds,MG
562,Mogapi,-22.323,27.8349,74.12,64,29,4.5,light rain,BW
563,Douglas,41.3,-96.167,17.51,36,0,1.01,clear sky,US
564,Bukachacha,52.9833,116.9167,-18.6,96,17,3.83,few clouds,RU
565,Stillwater,36.1156,-97.0584,18.01,85,100,5.01,haze,US
566,Brownsville,25.9018,-97.4975,44.58,76,100,10,smoke,US
567,Brebeni,44.3667,24.45,29.5,69,9,5.55,clear sky,RO
568,Progreso,21.2833,-89.6667,91.51,46,0,9.78,clear sky,MX
569,Dawson Creek,55.7666,-120.2362,-2.56,71,75,8.05,broken clouds,CA
570,Raudeberg,61.9875,5.1352,44.38,94,100,8.01,light rain,NO
571,Puerto Leguizamo,-0.1934,-74.7819,74.55,91,71,3.02,broken clouds,CO
572,Yamada,39.4667,141.95,31.44,46,11,5.5,few clouds,JP
573,Viedma,-40.8135,-62.9967,73.53,42,2,8.79,clear sky,AR
574,Columbus,39.9612,-82.9988,28.74,92,100,1.01,snow,US
575,Nouadhibou,20.931,-17.0347,69.78,52,0,10.36,dust,MR
576,Malpur,23.35,73.45,56.12,41,0,4.65,clear sky,IN
577,Kropachevo,55.0112,57.9896,30.83,96,100,10.4,snow,RU
578,Leesburg,39.1157,-77.5636,51.62,97,100,7,light rain,US
579,Poiana Cristei,45.65,26.9833,25.34,80,38,3.42,scattered clouds,RO
580,Waunakee,43.1919,-89.4557,12.22,64,0,3,clear sky,US
581,Empalme,27.9667,-110.8167,66.92,30,0,10.36,clear sky,MX
582,Novooleksiyivka,46.2269,34.6428,32.79,93,100,13,overcast clouds,UA
583,Taonan,45.3333,122.7833,-4.79,80,51,6.8,broken clouds,CN
584,Lora Del Rio,37.659,-5.5275,55.67,69,33,1.36,scattered clouds,ES
585,Ongandjera,-17.8833,15.0667,73.22,43,56,10.67,broken clouds,NA
586,Boa Vista,2.8197,-60.6733,85.98,51,20,6.91,few clouds,BR
587,Morlaix,48.5833,-4,48.36,93,100,8.05,overcast clouds,FR
588,Abiramam,9.4667,78.45,74.52,73,4,0.38,clear sky,IN
589,Rakiv Lis,51.6217,24.9243,25.66,97,97,5.01,overcast clouds,UA
590,Gerash,27.6652,54.1371,52.72,38,0,1.97,clear sky,IR
591,Wenling,28.3669,121.36,42.91,90,99,12.41,overcast clouds,CN
592,Xiaoyi,34.6178,109.703,33.85,71,43,5.77,scattered clouds,CN
593,Fare,-16.7,-151.0167,81.12,70,10,15.12,clear sky,PF
594,Kaputa,-8.4689,29.6619,67.82,90,99,4.41,light rain,ZM
595,Hofn,64.2539,-15.2082,28.49,59,99,25.08,overcast clouds,IS
596,Olavarria,-36.8927,-60.3225,63.75,95,40,9.31,light rain,AR
597,Esso,55.9333,158.7,14.7,88,100,1.59,overcast clouds,RU
598,Aksu,41.1231,80.2644,23.86,58,100,3.06,overcast clouds,CN
599,Amazar,53.858,120.875,-13.07,94,96,4.27,overcast clouds,RU
600,Lavrentiya,65.5833,-171,-2.22,67,0,18.86,clear sky,RU
601,Olafsvik,64.8945,-23.7142,26.82,73,95,29.73,light snow,IS
602,Sal Rei,16.1833,-22.9167,70.36,80,0,14.72,clear sky,CV
603,Hambantota,6.1241,81.1185,72.64,86,1,6.69,clear sky,LK
604,Niceville,30.5169,-86.4822,72.18,91,100,1.01,mist,US
605,Ulaangom,49.9811,92.0667,-22.83,84,38,3.31,scattered clouds,MN
606,Sibi,29.5448,67.8764,57.02,26,0,5.79,clear sky,PK
607,Marsabit,2.3284,37.9899,72.28,37,99,13.06,overcast clouds,KE
608,North Bend,43.4065,-124.2243,54.95,88,0,12.66,clear sky,US
609,Yar-Sale,66.8333,70.8333,-8.66,100,95,5.44,overcast clouds,RU
610,Takoradi,4.8845,-1.7554,79.56,84,3,6.98,clear sky,GH
611,Pitimbu,-7.4706,-34.8086,82.99,75,73,14.58,broken clouds,BR
612,Alta Floresta,-9.8756,-56.0861,73.98,91,75,1.25,moderate rain,BR
613,Bayji,34.9311,43.487,51.37,45,0,12.95,clear sky,IQ
614,Sorland,67.667,12.6934,26.44,70,100,35.68,overcast clouds,NO
615,Balkanabat,39.5108,54.3671,50.86,30,100,4.25,overcast clouds,TM
616,Lorengau,-2.0226,147.2712,82.49,74,100,5.91,overcast clouds,PG
617,Mokhsogollokh,61.4681,128.9203,-14.98,93,100,5.55,overcast clouds,RU
618,Turka,49.1541,23.0297,27.79,96,93,6.46,overcast clouds,UA
619,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,58,75,6.71,broken clouds,RU
620,Tutoia,-2.7619,-42.2744,82.38,82,96,11.48,overcast clouds,BR
621,Marzuq,14.4,46.4667,59.13,30,0,1.61,clear sky,YE
622,Valdez,1.2492,-78.9831,77.9,82,60,11.59,light rain,EC
623,Ayan,56.45,138.1667,-4.04,69,100,14.56,overcast clouds,RU
624,Egvekinot,66.3167,-179.1667,-7.1,76,2,20.33,clear sky,RU
625,Moose Factory,51.2585,-80.6094,-9.42,54,0,8.05,clear sky,CA
626,Waipawa,-41.4122,175.5153,74.03,48,72,7.81,broken clouds,NZ
627,Trairi,-3.2778,-39.2689,78.85,84,100,9.44,overcast clouds,BR
628,Antsohihy,-14.8796,47.9875,73.09,98,100,3.76,moderate rain,MG
629,Poli,-3.3333,36.8,61.07,73,100,4.68,overcast clouds,TZ
630,Stephenville Crossing,48.5,-58.4318,35.73,93,100,18.41,mist,CA
631,Nisia Floresta,-6.0911,-35.2086,81.41,73,16,11.63,few clouds,BR
632,Mangaldai,26.4333,92.0333,56.84,67,34,9.06,scattered clouds,IN
633,Marfino,55.7028,37.3822,21.34,92,100,4.47,snow,RU
634,Chiriguana,9.3624,-73.6031,86.2,44,10,3.4,clear sky,CO
635,Nichinan,31.6,131.3667,44.28,68,64,5.88,broken clouds,JP
636,Tevriz,57.509,72.4042,22.78,94,100,12.95,light snow,RU
637,La Paz,-16.5,-68.15,49.98,81,75,9.22,broken clouds,BO
638,Lucea,18.451,-78.1736,80.46,77,9,9.66,clear sky,JM
639,Kavaratti,10.5669,72.642,78.89,66,7,8.14,clear sky,IN
640,Oriximina,-1.7656,-55.8661,77.11,86,90,2.06,overcast clouds,BR
641,Inta,66.0317,60.1659,16.68,96,100,5.19,overcast clouds,RU
642,Bilma,18.6853,12.9164,55.31,25,0,15.75,clear sky,NE
643,Xam Nua,20.4197,104.0439,53.17,93,99,2.44,overcast clouds,LA
644,Dhidhdhoo,6.8833,73.1,80.11,73,10,9.6,clear sky,MV
645,Arlit,18.7369,7.3853,56.55,18,1,8.57,clear sky,NE
646,Ahuimanu,21.4447,-157.8378,80.31,52,20,4,few clouds,US
647,Banda Aceh,5.5577,95.3222,77.94,78,68,6.96,broken clouds,ID
648,Daru,-9.0763,143.2092,83.35,69,100,9.17,overcast clouds,PG
649,Preobrazheniye,42.9019,133.9064,11.3,61,2,9.93,clear sky,RU
650,Praia Da Vitoria,38.7333,-27.0667,57.45,88,20,13.58,few clouds,PT
651,Vaxjo,56.8777,14.8091,35.65,100,100,5.75,drizzle,SE
652,Karpogory,64.0019,44.4451,-4.36,100,99,2.51,overcast clouds,RU
653,San Juan,-31.5375,-68.5364,85.82,30,20,7.52,few clouds,AR
654,Oshakati,-17.7833,15.6833,77.18,36,88,13.67,overcast clouds,NA
655,Alekseyevskaya,50.2896,42.1845,34.81,100,100,6.11,snow,RU
656,Malakal,9.5334,31.6605,77.74,22,88,5.64,overcast clouds,SS
657,Florence,43.7667,11.25,52.54,91,20,3.44,few clouds,IT
658,Karlstad,59.3793,13.5036,30.76,100,100,6.91,light snow,SE
659,Dossor,47.5272,52.9811,33.19,78,97,20.67,overcast clouds,KZ
660,Gursahaiganj,27.1167,79.7167,52.83,96,4,7.2,clear sky,IN
661,Nyrob,60.733,56.7202,-2.02,100,100,1.9,overcast clouds,RU
662,Kathu,7.9178,98.3332,76.82,81,42,14.36,scattered clouds,TH
663,Bhanvad,21.9264,69.7736,59.97,54,1,4,clear sky,IN
664,Mayo,38.8876,-76.5119,56.1,95,100,1.99,fog,US
665,Thinadhoo,0.5333,72.9333,81.46,73,86,10.83,overcast clouds,MV
666,Ilebo,-4.3167,20.5833,67.55,97,100,1.41,overcast clouds,CD
667,Kindu,-2.95,25.95,67.86,100,100,2.3,overcast clouds,CD
668,Itarema,-2.9248,-39.9167,80.44,80,93,13.62,overcast clouds,BR
669,Calca,-13.3333,-71.95,56.55,86,95,5.44,overcast clouds,PE
670,Gushikawa,26.3544,127.8686,61.83,100,100,4.61,overcast clouds,JP
671,Grand Gaube,-20.0064,57.6608,81,84,100,13,overcast clouds,MU
672,Shelburne,44.0787,-80.2041,12.18,85,100,12.8,overcast clouds,CA
673,Aksha,50.2814,113.2867,-15.65,98,15,4.16,few clouds,RU
674,Porbandar,21.6422,69.6093,64.42,48,3,6.29,clear sky,IN
675,Kalmunai,7.4167,81.8167,72.77,84,7,3.67,clear sky,LK
676,Mangrul Pir,20.3167,77.35,61.97,51,3,11.12,clear sky,IN
677,Delta Del Tigre,-34.7633,-56.3853,71.71,95,100,9.91,overcast clouds,UY
678,Springbok,-29.6643,17.8865,63.82,60,0,5.61,clear sky,ZA
679,Pimentel,-6.8367,-79.9342,71.89,73,0,19.57,clear sky,PE
680,Ust-Kuyga,70.0167,135.6,-29.85,100,100,4.09,overcast clouds,RU
681,Wattegama,6.7989,81.4808,67.55,93,1,2.89,clear sky,LK
682,Leavenworth,39.2333,-95.0336,19.54,51,92,1.01,overcast clouds,US
683,Kargat,55.1956,80.2811,2.5,97,38,8.01,scattered clouds,RU
684,Ludenscheid,51.2167,7.6167,42.69,95,100,1.99,overcast clouds,DE
685,Waingapu,-9.6567,120.2641,81.75,75,77,11.7,broken clouds,ID
686,Ambon,-3.6954,128.1814,78.94,89,40,4.61,scattered clouds,ID
687,Yurty,56.0498,97.6348,-5.51,100,59,3.62,broken clouds,RU
688,Mizdah,31.4451,12.9801,44.73,91,0,4.5,clear sky,LY
689,Liwonde,-15.0506,35.2035,70.16,93,14,1.12,few clouds,MW
690,Oussouye,12.485,-16.5469,73.58,73,0,5.95,clear sky,SN
691,Florianopolis,-27.6146,-48.5012,76.23,85,40,4,scattered clouds,BR
692,Petatlan,17.5167,-101.2667,84,61,0,4.09,clear sky,MX
693,Jacqueville,5.2052,-4.4146,82.31,84,0,10.02,clear sky,CI
694,Opuwo,-18.0607,13.84,65.25,55,6,4.18,clear sky,NA
695,Le Port,-20.9373,55.2919,80.56,94,100,25.28,heavy intensity rain,RE
696,York,40.1254,-77,48.22,93,100,0,moderate rain,US
697,Nhulunbuy,-12.2333,136.7667,83.37,80,100,15.1,light rain,AU
698,Diamantino,-14.4086,-56.4461,74.12,90,56,4.05,broken clouds,BR
699,Vinukonda,16.05,79.75,67.01,89,16,6.4,few clouds,IN
700,Praia,14.9215,-23.5087,73.94,40,0,6.91,clear sky,CV
701,Mount Isa,-20.7333,139.5,76.77,36,40,11.5,scattered clouds,AU
